"Bleaching","Ocean","Year","Depth","Storms","HumanImpact","Siltation","Dynamite","Poison","Sewage","Industrial","Commercial"
"No","Pacific",2006,3,"no","moderate","occasionally","low","low","none","none","moderate"
"No","Pacific",2006,5.1,"no","moderate","occasionally","low","low","none","none","moderate"
"No","Pacific",2004,7,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2004,3,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2004,7.6,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2004,3,"yes","low","often","none","none","none","none","none"
"No","Pacific",2004,11.7,"yes","low","often","none","none","none","none","none"
"No","Pacific",2004,4,"yes","low","occasionally","low","low","none","none","none"
"No","Pacific",2004,10,"yes","low","occasionally","low","low","none","none","none"
"No","Pacific",2003,5,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2003,9,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2004,5,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2004,10,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2004,11,"yes","high","never","high","high","low","none","low"
"No","Pacific",1999,3,"yes","low","never","none","none","none","none","none"
"No","Pacific",1999,10,"yes","low","never","none","none","none","none","none"
"No","Pacific",2000,3,"yes","high","never","none","none","none","none","none"
"No","Pacific",2000,10,"yes","high","never","none","none","none","none","none"
"No","Pacific",2004,10,"yes","high","never","high","high","low","none","low"
"No","Pacific",2004,6,"yes","high","never","high","high","low","none","high"
"No","Pacific",2004,10,"yes","high","never","high","high","low","none","high"
"No","Pacific",2004,4,"yes","high","occasionally","high","moderate","low","none","high"
"No","Pacific",2004,5,"yes","high","occasionally","high","moderate","low","none","high"
"No","Pacific",2004,4,"yes","high","never","high","moderate","low","none","moderate"
"No","Pacific",2004,8,"yes","high","never","high","moderate","low","none","moderate"
"No","Pacific",2004,4,"yes","moderate","never","none","none","none","none","low"
"No","Pacific",2005,3,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2006,4.5,"no","low","never","none","none","none","none","none"
"No","Pacific",2006,6.5,"no","low","never","none","none","none","none","none"
"No","Pacific",2007,5,"no","none","never","none","low","none","none","none"
"No","Pacific",2007,6,"no","none","never","none","low","none","none","none"
"No","Pacific",2004,6,"yes","moderate","never","none","none","none","none","low"
"No","Pacific",2005,6.3,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2006,6,"no","high","occasionally","none","none","none","none","none"
"No","Pacific",2006,10,"no","high","occasionally","none","none","none","none","none"
"No","Pacific",2007,6,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2007,11,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2006,8.5,"no","high","occasionally","moderate","moderate","none","none","moderate"
"No","Pacific",2006,6,"no","high","occasionally","moderate","moderate","none","none","moderate"
"No","Pacific",2006,4,"no","high","occasionally","moderate","high","none","none","moderate"
"No","Pacific",2006,5,"no","high","occasionally","moderate","high","none","none","moderate"
"Yes","Pacific",2002,5,"yes","high","never","high","moderate","low","none","none"
"Yes","Pacific",2002,11,"yes","high","never","high","moderate","low","none","none"
"Yes","Pacific",2002,6,"yes","high","never","high","moderate","low","none","none"
"Yes","Pacific",2002,13,"yes","high","never","high","moderate","low","none","none"
"No","Pacific",2003,6,"yes","moderate","occasionally","low","low","none","none","low"
"No","Pacific",2003,10,"yes","moderate","occasionally","low","low","none","none","low"
"No","Pacific",2006,5.3,"no","high","occasionally","none","none","none","none","moderate"
"No","Pacific",2006,10,"no","high","occasionally","none","none","none","none","moderate"
"No","Pacific",2004,5.8,"yes","low","never","none","none","low","low","none"
"No","Pacific",2004,9,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2005,6,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2005,14,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2004,4,"yes","low","occasionally","none","none","low","low","low"
"No","Pacific",2004,12,"yes","low","occasionally","none","none","low","low","low"
"No","Pacific",2005,6,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2005,10,"no","low","occasionally","none","none","low","none","none"
"No","Pacific",2004,6,"yes","moderate","occasionally","moderate","low","low","low","low"
"No","Pacific",2004,12,"yes","moderate","occasionally","moderate","low","low","low","low"
"No","Pacific",2005,6,"no","moderate","occasionally","moderate","low","low","low","low"
"No","Pacific",2005,12,"no","moderate","occasionally","moderate","low","low","low","low"
"No","Pacific",2006,6,"no","high","occasionally","none","none","moderate","none","moderate"
"No","Pacific",2006,10,"no","high","occasionally","none","none","moderate","none","moderate"
"No","Pacific",2007,6,"yes","none","occasionally","none","none","low","none","none"
"No","Pacific",2007,10,"yes","none","occasionally","none","none","low","none","none"
"No","Pacific",2006,7.4,"no","moderate","occasionally","low","moderate","none","none","moderate"
"No","Pacific",2006,4,"no","moderate","occasionally","low","moderate","none","none","moderate"
"No","Pacific",2006,3,"no","moderate","occasionally","moderate","moderate","none","none","moderate"
"No","Pacific",2006,3,"no","moderate","occasionally","moderate","moderate","none","none","moderate"
"No","Pacific",2006,5.7,"no","low","occasionally","none","none","none","none","none"
"No","Indian",2001,3,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,10,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,3,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,10,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,5,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,12,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,3,"yes","moderate","never","none","low","low","none","none"
"No","Indian",2001,10,"yes","moderate","never","none","low","low","none","none"
"No","Pacific",2008,5,"yes","moderate","never","low","none","none","none","none"
"No","Pacific",2008,12,"yes","moderate","never","low","none","none","none","none"
"No","Pacific",2006,6,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2006,10,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2006,6,"no","none","never","none","none","none","none","none"
"No","Pacific",2006,10,"no","none","never","none","none","none","none","none"
"No","Pacific",2007,6,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2007,10,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2008,4,"yes","none","never","none","none","none","none","none"
"No","Pacific",2008,10,"yes","none","never","none","none","none","none","none"
"No","Pacific",2008,4.5,"no","low","never","none","low","none","none","none"
"No","Pacific",2008,10,"no","low","never","none","low","none","none","none"
"No","Pacific",2006,7,"no","none","never","none","none","none","none","none"
"No","Pacific",2006,9.1,"no","none","never","none","none","none","none","none"
"No","Pacific",2007,6,"no","none","never","none","none","none","none","none"
"No","Pacific",2007,9,"no","none","never","none","none","none","none","none"
"No","Pacific",2008,6,"no","low","never","none","low","none","none","none"
"No","Pacific",2008,10,"no","low","never","none","low","none","none","none"
"No","Pacific",2006,6,"yes","none","never","none","none","none","none","none"
"No","Pacific",2006,10,"yes","none","never","none","none","none","none","none"
"No","Pacific",2007,5.4,"yes","none","never","none","none","none","none","none"
"No","Pacific",2007,7,"yes","none","never","none","none","none","none","none"
"No","Pacific",2006,4,"yes","low","always","low","low","none","none","low"
"No","Pacific",2006,4.3,"yes","moderate","occasionally","none","none","low","none","none"
"Yes","Pacific",2002,6,"yes","high","never","high","moderate","low","none","none"
"Yes","Pacific",2002,12,"yes","high","never","high","moderate","low","none","none"
"No","Pacific",2004,8,"yes","high","occasionally","moderate","high","low","none","moderate"
"No","Pacific",2004,10,"yes","high","occasionally","moderate","high","low","none","moderate"
"No","Pacific",2005,10.5,"yes","high","occasionally","moderate","high","low","none","moderate"
"No","Pacific",2007,6,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2007,12,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2006,3,"yes","moderate","occasionally","none","none","low","none","none"
"No","Pacific",2006,6.5,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2007,3.5,"no","low","never","none","none","none","none","none"
"No","Pacific",2007,7,"no","low","never","none","none","none","none","none"
"No","Pacific",2008,4,"no","low","never","none","none","none","none","none"
"No","Pacific",2008,4.6,"no","low","never","none","none","none","none","none"
"No","Pacific",2008,3,"no","low","never","none","none","none","none","none"
"No","Pacific",2008,3,"no","moderate","never","none","none","none","none","low"
"No","Pacific",2008,9,"no","moderate","never","none","none","none","none","low"
"No","Pacific",2008,4,"no","moderate","never","none","none","none","none","low"
"No","Pacific",2006,6,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2006,10,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2008,4,"yes","none","never","none","none","none","none","none"
"No","Pacific",2008,12,"yes","none","never","none","none","none","none","none"
"No","Pacific",2008,3,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",2008,7,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",2006,2.5,"yes","none","never","none","none","none","none","none"
"No","Pacific",2006,3.5,"yes","none","never","none","none","none","none","none"
"No","Pacific",2006,6,"no","none","never","none","none","none","none","none"
"No","Pacific",2006,8.5,"no","none","never","none","none","none","none","none"
"No","Pacific",2006,6.7,"no","none","never","none","none","none","none","none"
"No","Pacific",2006,7,"no","none","never","none","none","none","none","none"
"No","Pacific",2000,3,"no","moderate","never","moderate","low","moderate","none","none"
"No","Pacific",2000,10,"no","moderate","never","moderate","low","moderate","none","none"
"No","Pacific",2002,6,"no","moderate","never","none","none","low","none","none"
"No","Pacific",2002,12,"no","moderate","never","none","none","low","none","none"
"No","Indian",2002,6,"no","moderate","never","none","none","low","none","none"
"No","Indian",2002,12,"no","moderate","never","none","none","low","none","none"
"No","Pacific",2006,3,"yes","low","never","low","low","low","none","low"
"No","Pacific",2006,4,"yes","low","never","low","low","low","none","low"
"No","Pacific",2006,6,"yes","moderate","occasionally","none","none","low","none","none"
"No","Pacific",2006,4,"yes","low","never","low","low","low","none","low"
"No","Pacific",2006,3,"yes","low","never","low","low","low","none","low"
"No","Pacific",2002,3,"no","moderate","never","high","moderate","none","high","none"
"No","Pacific",2006,5,"no","high","occasionally","none","none","low","none","none"
"No","Pacific",2006,8,"no","high","occasionally","none","none","low","none","none"
"No","Pacific",2006,4,"no","high","occasionally","none","none","none","none","none"
"No","Pacific",2006,5.3,"no","high","occasionally","none","none","none","none","none"
"No","Pacific",2003,6,"yes","low","never","none","none","none","none","moderate"
"No","Pacific",2003,12,"yes","low","never","none","none","none","none","moderate"
"No","Pacific",2003,12,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2003,6,"yes","low","occasionally","none","none","low","none","none"
"No","Pacific",2006,4,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2006,8,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2007,5,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2007,7,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2003,6,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2003,12,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2004,5,"yes","low","never","none","none","none","none","low"
"No","Pacific",2005,7,"yes","low","never","none","none","none","none","low"
"No","Pacific",2006,5,"no","low","never","none","none","none","none","none"
"No","Pacific",2006,8.5,"no","low","never","none","none","none","none","none"
"No","Pacific",2007,5,"no","low","never","none","none","none","none","none"
"No","Pacific",2007,11,"no","low","never","none","none","none","none","none"
"No","Pacific",2005,10,"yes","moderate","never","low","none","none","none","moderate"
"No","Pacific",2013,5,"yes","low","never","low","none","none","none","none"
"No","Pacific",2004,6,"yes","low","never","low","low","none","none","moderate"
"No","Pacific",2004,7,"yes","low","never","low","low","none","none","moderate"
"No","Pacific",2005,10,"yes","moderate","never","low","none","none","none","moderate"
"No","Pacific",2004,6,"yes","high","never","high","high","none","none","high"
"No","Pacific",2004,9,"yes","high","never","high","high","none","none","high"
"No","Pacific",2005,6,"yes","high","occasionally","moderate","moderate","low","none","moderate"
"No","Pacific",2006,6,"no","low","never","none","none","none","none","none"
"No","Pacific",2005,9,"yes","moderate","never","low","none","none","none","moderate"
"No","Pacific",2004,9,"yes","low","occasionally","low","low","low","none","moderate"
"No","Pacific",2006,3.5,"no","moderate","occasionally","none","none","none","none","none"
"No","Pacific",2006,6,"no","moderate","occasionally","none","none","none","none","none"
"No","Pacific",2007,5,"no","low","occasionally","none","low","none","none","none"
"No","Pacific",2007,7,"no","low","occasionally","none","low","none","none","none"
"No","Pacific",2005,10,"yes","moderate","never","low","none","none","none","moderate"
"No","Pacific",2004,8,"yes","low","never","low","low","none","none","high"
"No","Pacific",2007,7,"no","low","never","low","none","none","none","none"
"No","Pacific",2015,3.5,"yes","low","never","none","none","low","none","none"
"No","Pacific",2004,6,"yes","low","occasionally","low","low","low","none","moderate"
"No","Pacific",2005,6,"yes","low","occasionally","low","low","low","none","moderate"
"No","Pacific",2006,6,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2006,6.5,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2004,6,"yes","low","occasionally","low","low","low","none","moderate"
"No","Pacific",2005,7,"yes","low","occasionally","low","low","low","none","moderate"
"No","Pacific",2007,6,"no","low","never","none","none","none","none","none"
"No","Pacific",2007,6,"no","low","never","none","none","none","none","none"
"No","Pacific",2004,6,"yes","low","never","none","none","none","none","low"
"No","Pacific",2004,7,"yes","low","never","none","none","none","none","low"
"No","Pacific",2016,9,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",2004,4,"no","moderate","never","high","moderate","low","none","moderate"
"No","Pacific",2004,6,"no","moderate","never","high","moderate","low","none","moderate"
"No","Pacific",2005,15,"yes","moderate","never","low","none","none","none","moderate"
"No","Pacific",2005,5,"no","moderate","never","high","moderate","low","none","moderate"
"No","Pacific",2005,7,"no","moderate","never","high","moderate","low","none","moderate"
"No","Pacific",2006,4.5,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2006,5.4,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2007,4,"yes","none","never","low","low","none","none","low"
"No","Pacific",2007,6,"yes","none","never","low","low","none","none","low"
"No","Pacific",2015,3.2,"yes","moderate","never","none","low","low","none","none"
"No","Pacific",2015,4,"yes","high","never","none","low","moderate","none","none"
"No","Pacific",2013,4.5,"yes","low","never","low","none","none","none","none"
"No","Pacific",2004,4,"yes","low","occasionally","low","low","none","none","none"
"No","Pacific",2004,8,"yes","low","occasionally","low","low","none","none","none"
"No","Pacific",2004,6,"yes","moderate","never","low","low","none","none","moderate"
"No","Pacific",2004,10,"yes","moderate","never","low","low","none","none","moderate"
"No","Pacific",2003,6,"yes","low","often","none","none","low","low","none"
"No","Pacific",2003,12,"yes","low","often","none","none","low","low","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2000,6,"no","low","never","none","none","none","none","none"
"No","Pacific",2000,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2001,3,"no","low","never","none","none","none","none","none"
"No","Pacific",2001,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2003,3,"no","low","never","none","none","none","none","high"
"No","Pacific",2003,10,"no","low","never","none","none","none","none","high"
"No","Pacific",2007,3,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2007,10,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2008,3,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2008,10,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2009,3,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2009,10,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2006,3,"no","low","never","none","none","none","none","high"
"No","Pacific",2006,10,"no","low","never","none","none","none","none","high"
"No","Pacific",2004,3,"no","low","never","none","none","none","none","high"
"No","Pacific",2004,10,"no","low","never","none","none","none","none","high"
"No","Pacific",2015,3,"no","none","never","none","none","none","none","none"
"No","Pacific",2015,10,"no","none","never","none","none","none","none","none"
"No","Pacific",2014,3,"no","none","never","none","none","none","none","none"
"No","Pacific",2014,10,"no","none","never","none","none","none","none","none"
"No","Pacific",2014,6,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2014,12,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2011,6,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2011,12,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2013,6,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2013,12,"yes","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2015,6,"no","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2015,12,"no","moderate","never","moderate","low","moderate","none","high"
"No","Pacific",2014,6,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2014,12,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2011,6,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2011,12,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2013,6,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2013,12,"yes","low","never","low","low","moderate","none","high"
"No","Pacific",2015,6,"no","low","never","low","low","moderate","none","high"
"No","Pacific",2015,12,"no","low","never","low","low","moderate","none","high"
"No","Pacific",2016,6,"no","moderate","never","low","low","low","none","high"
"No","Pacific",2016,12,"no","moderate","never","low","low","low","none","high"
"No","Pacific",2004,5.8,"no","none","never","none","none","none","none","none"
"No","Pacific",2004,12,"no","none","never","none","none","none","none","none"
"No","Pacific",2004,7.1,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2004,13,"no","low","never","none","none","low","none","moderate"
"No","Pacific",2004,7,"no","none","never","none","none","none","none","none"
"No","Pacific",2004,14,"no","none","never","none","none","none","none","none"
"No","Pacific",2004,6.6,"no","low","never","none","none","low","none","low"
"No","Pacific",2004,12.4,"no","low","never","none","none","low","none","low"
"No","Pacific",2016,6,"no","moderate","never","moderate","moderate","none","none","high"
"No","Pacific",2015,6,"no","high","never","moderate","low","low","none","high"
"No","Pacific",2015,12,"no","high","never","moderate","low","low","none","high"
"No","Pacific",2016,12,"no","moderate","never","moderate","moderate","none","none","high"
"No","Pacific",2008,6,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2008,12,"no","low","occasionally","none","none","none","none","none"
"No","Pacific",2011,6,"yes","high","never","high","moderate","none","none","high"
"No","Pacific",2011,12,"yes","high","never","high","moderate","none","none","high"
"No","Pacific",2013,6,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2013,12,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2014,6,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2014,12,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2015,6,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2015,12,"no","high","never","high","moderate","none","none","high"
"No","Pacific",2011,3,"yes","moderate","often","none","none","none","none","none"
"No","Pacific",2010,6,"yes","low","often","none","none","moderate","moderate","moderate"
"No","Pacific",2010,9,"yes","low","often","none","none","moderate","moderate","moderate"
"No","Pacific",2010,9.5,"yes","low","often","none","none","moderate","moderate","moderate"
"No","Pacific",2009,9,"yes","low","often","none","none","moderate","moderate","moderate"
"No","Pacific",2009,12,"yes","low","often","none","none","moderate","moderate","moderate"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","high"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","high"
"No","Pacific",2011,6,"yes","low","never","low","low","low","none","low"
"No","Pacific",2011,12,"yes","low","never","low","low","low","none","low"
"No","Pacific",2013,6,"yes","low","never","low","low","low","none","low"
"No","Pacific",2013,12,"yes","low","never","low","low","low","none","low"
"No","Pacific",2014,6,"yes","low","never","low","low","low","none","low"
"No","Pacific",2014,12,"yes","low","never","low","low","low","none","low"
"No","Pacific",2015,6,"no","low","never","low","low","low","none","low"
"No","Pacific",2015,12,"no","low","never","low","low","low","none","low"
"No","Pacific",2016,6,"no","moderate","never","low","moderate","low","none","high"
"No","Pacific",2016,12,"no","moderate","never","low","moderate","low","none","high"
"No","Pacific",2010,9,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,6,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,9,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,4.5,"no","low","never","none","none","none","none","none"
"No","Pacific",2010,12,"no","low","never","none","none","none","none","none"
"No","Pacific",2010,6,"yes","low","occasionally","none","none","none","none","high"
"No","Pacific",2010,6,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,6,"yes","low","occasionally","none","none","none","none","high"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","none"
"No","Pacific",2010,12,"yes","low","occasionally","none","none","none","none","high"
"No","Pacific",2014,6,"yes","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2014,12,"yes","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2011,6,"no","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2011,12,"no","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2013,6,"yes","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2013,12,"yes","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2015,6,"no","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2015,12,"no","moderate","occasionally","none","none","moderate","none","high"
"No","Pacific",2016,6,"no","moderate","never","high","moderate","low","none","high"
"No","Pacific",2016,12,"no","moderate","never","high","moderate","low","none","high"
"No","Pacific",1999,3,"yes","low","never","none","none","low","low","none"
"No","Pacific",1999,10,"yes","low","never","none","none","low","low","none"
"No","Pacific",2002,5,"yes","low","never","none","none","low","none","none"
"No","Pacific",2002,12,"yes","low","never","none","none","low","none","none"
"No","Pacific",2002,5,"yes","low","never","none","none","low","none","none"
"No","Pacific",2002,12,"yes","low","never","none","none","low","none","none"
"No","Pacific",2001,3,"yes","low","never","none","none","low","none","none"
"No","Pacific",2001,10,"yes","low","never","none","none","low","none","none"
"No","Pacific",2007,5,"yes","low","never","none","none","none","none","low"
"No","Pacific",2007,10,"yes","low","never","none","none","none","none","low"
"No","Pacific",1999,3,"yes","moderate","never","none","none","low","low","none"
"No","Pacific",2000,3,"yes","moderate","never","none","none","none","low","none"
"Yes","Pacific",2001,3,"yes","moderate","never","none","none","none","none","none"
"No","Pacific",2002,3,"yes","moderate","never","none","none","none","none","none"
"No","Pacific",2006,2,"yes","low","never","none","none","none","none","low"
"No","Pacific",2007,2,"yes","low","never","none","none","none","none","low"
"No","Pacific",1999,3,"yes","low","never","none","none","none","none","none"
"No","Pacific",1999,11,"yes","low","never","none","none","none","none","none"
"No","Pacific",2000,3,"yes","low","never","none","none","none","none","none"
"No","Pacific",2000,10,"yes","low","never","none","none","none","none","none"
"Yes","Pacific",1998,3,"no","low","never","none","none","none","none","none"
"Yes","Pacific",1998,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2002,3,"no","low","never","none","none","low","none","none"
"No","Pacific",2002,9,"no","low","never","none","none","low","none","none"
"No","Pacific",2005,3,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2005,10,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2006,3,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2006,10,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2006,3,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2006,10,"yes","high","occasionally","none","none","low","low","moderate"
"No","Pacific",2002,3,"yes","none","never","none","none","none","none","none"
"Yes","Pacific",2002,5,"yes","none","never","none","none","none","none","none"
"Yes","Pacific",2002,10,"yes","none","never","none","none","none","none","none"
"No","Pacific",2000,3,"yes","none","never","none","none","none","none","none"
"No","Pacific",2000,10,"yes","none","never","none","none","none","none","none"
"Yes","Pacific",2001,3,"yes","none","never","none","none","none","none","none"
"Yes","Pacific",2001,10,"yes","none","never","none","none","none","none","none"
"No","Pacific",2000,3,"yes","none","never","none","none","none","none","none"
"No","Pacific",2000,10,"yes","none","never","none","none","none","none","none"
"No","Pacific",2002,5,"no","moderate","never","none","none","low","none","none"
"No","Pacific",2002,12,"no","moderate","never","none","none","low","none","none"
"No","Pacific",2009,5,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2009,10,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2010,5,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2010,10,"yes","moderate","never","none","none","low","none","moderate"
"No","Pacific",2016,5,"no","low","never","none","none","none","none","low"
"No","Pacific",2016,10,"no","low","never","none","none","none","none","low"
"No","Pacific",2015,4,"no","low","never","low","none","none","none","low"
"No","Pacific",2015,10,"no","low","never","low","none","none","none","low"
"No","Pacific",2016,5,"no","low","never","low","none","none","none","low"
"No","Pacific",2016,10,"no","low","never","low","none","none","none","low"
"No","Indian",2016,5,"no","low","never","none","none","none","none","moderate"
"No","Indian",2016,10,"no","low","never","none","none","none","none","moderate"
"No","Pacific",2015,5,"no","low","never","none","none","none","none","low"
"No","Pacific",2015,10,"no","low","never","none","none","none","none","low"
"No","Pacific",2016,5,"no","low","never","none","none","low","none","low"
"No","Pacific",2016,9,"no","low","never","none","none","low","none","low"
"No","Pacific",2015,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,8,"no","low","never","none","none","none","none","low"
"No","Pacific",2016,5,"no","low","never","none","none","none","none","low"
"No","Pacific",2016,10,"no","low","never","none","none","none","none","low"
"No","Pacific",2017,5,"no","low","never","none","none","none","none","low"
"No","Pacific",2017,10,"no","low","never","none","none","none","none","low"
"No","Pacific",2017,4,"yes","low","never","none","none","none","none","none"
"No","Pacific",2017,10,"yes","low","never","none","none","none","none","none"
"No","Pacific",2015,5,"no","low","never","none","none","low","none","low"
"No","Pacific",2015,10,"no","low","never","none","none","low","none","low"
"No","Pacific",2016,5,"no","low","never","none","none","low","none","low"
"No","Pacific",2016,10,"no","low","never","none","none","low","none","low"
"No","Pacific",2015,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,5,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,5,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2017,5,"no","low","never","none","none","none","none","low"
"No","Pacific",2017,10,"no","low","never","none","none","none","none","low"
"No","Pacific",2016,5,"no","low","never","none","none","none","none","none"
"No","Pacific",2016,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2015,10,"no","low","never","none","none","none","none","none"
"No","Atlantic",1997,3,"yes","low","never","none","none","low","none","none"
"No","Atlantic",1997,10,"yes","low","never","none","none","low","none","none"
"No","Atlantic",1998,3,"yes","low","never","none","none","low","none","none"
"No","Atlantic",1998,10,"yes","low","never","none","none","low","none","none"
"No","Atlantic",1998,6,"no","none","never","none","none","none","none","none"
"Yes","Atlantic",2003,13,"no","moderate","often","none","none","none","high","low"
"No","Indian",2000,3,"no","low","never","none","none","moderate","none","none"
"No","Pacific",2013,3,"no","none","never","low","none","none","none","none"
"No","Pacific",2016,7,"no","low","never","none","none","low","none","none"
"No","Pacific",2003,9,"no","low","never","none","none","low","none","none"
"No","Pacific",2005,9,"no","low","never","none","none","low","none","none"
"No","Pacific",2006,9,"no","low","never","none","none","low","none","none"
"No","Pacific",2003,3,"no","low","never","none","none","low","none","none"
"No","Pacific",2005,3,"no","low","never","none","none","low","none","none"
"No","Pacific",2006,3,"no","low","never","none","none","low","none","none"
"No","Pacific",2001,10,"yes","moderate","never","none","none","none","none","none"
"Yes","Pacific",2001,3,"yes","moderate","never","none","none","none","none","none"
